,0,1
592,"Ribault High School,Jacksonville,FL","{'lat': 30.390581, 'lng': -81.7077094}"
593,"Creekside Elementary School,Sacramento,CA","{'lat': 38.613311, 'lng': -121.394517}"
594,"Heath High School,West Paducah,KY","{'lat': 37.0789529, 'lng': -88.7944009}"
595,"Stamps High School,Stamps,AR","{'lat': 33.3698711, 'lng': -93.4810849}"
596,"Hoboken High School,Hoboken,NJ","{'lat': 40.7475621, 'lng': -74.03322639999999}"
597,"Reed City High School,Reed City,MI","{'lat': 43.86657839999999, 'lng': -85.512441}"
598,"Marshall High School,Fairfax,VA","{'lat': 38.905904, 'lng': -77.2123123}"
599,"Westside Middle School,Jonesboro,AR","{'lat': 35.8570841, 'lng': -90.8058207}"
600,"Coldwater High School,Coldwater,MI","{'lat': 41.9500099, 'lng': -85.0121812}"
601,"Fernando Rivera Middle School,Daly City,CA","{'lat': 37.6767607, 'lng': -122.4861439}"
602,"Grey Culbreth Middle School,Chapel Hill,NC","{'lat': 35.8898717, 'lng': -79.0673549}"
603,"Oakfield Middle School,Oakfield,WI","{'lat': 43.6852954, 'lng': -88.54169619999999}"
604,"Culver City High School,Los Angeles,CA","{'lat': 34.0068446, 'lng': -118.4013141}"
605,"Parker Middle School,Edinboro,PA","{'lat': 41.9152581, 'lng': -80.12111}"
606,"Pardeeville Elementary School,Pardeeville,WI","{'lat': 43.5350605, 'lng': -89.2948206}"
607,"Philadelphia Elementary School,Pomona,CA","{'lat': 34.0324514, 'lng': -117.7436689}"
608,"North Miami Senior High School,Miami,FL","{'lat': 25.8969252, 'lng': -80.184148}"
609,"Public School 18,Buffalo,NY","{'lat': 42.9597801, 'lng': -78.7830884}"
610,"Lincoln County High School,Fayetteville,TN","{'lat': 35.1351532, 'lng': -86.5683676}"
611,"Thurston High School,Springfield,OR","{'lat': 44.0487449, 'lng': -122.9250739}"
612,"Onalaska High School,Onalaska,WA","{'lat': 46.5820759, 'lng': -122.7188183}"
613,"Rialta High School,Rialto,CA","{'lat': 34.0894025, 'lng': -117.3548926}"
614,"Washington Middle School,Pasadena,CA","{'lat': 34.171769, 'lng': -118.147734}"
615,"Stranahan High School,Ft. Lauderdale,FL","{'lat': 26.1128269, 'lng': -80.1644877}"
616,"Armstrong High School,Richmond,VA","{'lat': 37.5524906, 'lng': -77.40387779999999}"
617,"Herbert Hoover High School,Glendale,CA","{'lat': 34.1657364, 'lng': -118.270532}"
618,"North Miami High School,Miami,FL","{'lat': 25.8969252, 'lng': -80.184148}"
619,"Leesburg High School,Leesburg,FL","{'lat': 28.8083228, 'lng': -81.8885751}"
620,"Martin Luther King High School,Philadelphia,PA","{'lat': 40.0564216, 'lng': -75.1616521}"
621,"Hancock Middle High School,Hancock,NY","{'lat': 41.9569048, 'lng': -75.2809908}"
622,"Ernie Elementary School,Gary,IN","{'lat': 39.7248768, 'lng': -87.4638828}"
623,"Ben Davis Junior High School,Indianapolis,IN","{'lat': 39.7518871, 'lng': -86.268011}"
624,"Central High School,Carrollton,GA","{'lat': 33.5521081, 'lng': -85.0682758}"
625,"Harry S. Truman High School,New York,NY","{'lat': 40.874285, 'lng': -73.83332899999999}"
626,"Richland High School,North Richland Hills,TX","{'lat': 32.8423902, 'lng': -97.2301196}"
627,"Ombudsman Educational Service Center,Elgin,IL","{'lat': 42.268514, 'lng': -88.0012794}"
628,"Jefferson-Todd Educational Center,Purvis,MS","{'lat': 31.1371185, 'lng': -89.411064}"
629,"Niles West High School,Skokie,IL","{'lat': 42.0258557, 'lng': -87.7717629}"
630,"Notus Jr. Sr. High School,Notus,ID","{'lat': 43.735786, 'lng': -116.7972875}"
631,"Columbine High School,Littleton,CO","{'lat': 39.6038386, 'lng': -105.0742384}"
632,"Scotlandville Middle School,Baton Rouge,LA","{'lat': 30.5299396, 'lng': -91.16996879999999}"
633,"Martin Luther King Jr. Middle School,Atlanta,GA","{'lat': 33.7385063, 'lng': -84.37954669999999}"
634,"Heritage High School,Conyers,GA","{'lat': 33.627276, 'lng': -84.04670999999999}"
635,"Jasper County High School,Monticello,GA","{'lat': 33.3363897, 'lng': -83.7144196}"
636,"Santa Teresa High School,San Jose,CA","{'lat': 37.2351771, 'lng': -121.8283133}"
637,"Egypt Lake Elementary School,Tampa,FL","{'lat': 28.0076502, 'lng': -82.4982395}"
638,"John Bartram High School,Philadelphia City,SD","{'lat': 39.9219861, 'lng': -75.2337074}"
639,"Clark High School,Las Vegas,NV","{'lat': 36.135475, 'lng': -115.197115}"
640,"San Fernando High School,Pacoima,CA","{'lat': 34.2728671, 'lng': -118.4428079}"
641,"Guyan Valley High School,Branchland,WV","{'lat': 38.2486944, 'lng': -82.18966669999999}"
642,"Martin Luther King High School,Philadelphia,PA","{'lat': 40.0564216, 'lng': -75.1616521}"
643,"Dickinson High School,Dickinson,TX","{'lat': 29.468127, 'lng': -95.0309497}"
644,"Deming Middle School,Deming,NM","{'lat': 32.249322, 'lng': -107.7803914}"
645,"Fort Gibson Middle School,Fort Gibson,OK","{'lat': 35.7936675, 'lng': -95.23925539999999}"
646,"Bartlett High School,Anchorage,AK","{'lat': 61.2320185, 'lng': -149.7334299}"
647,"Albuquerque High School,Albuquerque,NM","{'lat': 35.096572, 'lng': -106.6356697}"
648,"Ridgewood High School,New Port Richey,FL","{'lat': 28.2712236, 'lng': -82.68880659999999}"
649,"Erwin High School,Asheville,NC","{'lat': 35.6193959, 'lng': -82.6263124}"
650,"Alicia Reyes Elementary School,Merced,CA","{'lat': 37.2871585, 'lng': -120.4951994}"
651,"South High School,Omaha,NE","{'lat': 41.2136804, 'lng': -95.9463689}"
652,"Penn Wood East Junior High School,Yeadon,PA","{'lat': 39.93732240000001, 'lng': -75.2503682}"
653,"Duke Ellington Elementary School,Chicago,IL","{'lat': 41.8853859, 'lng': -87.76621870000001}"
654,"Buell Elementary School,Flint,MI","{'lat': 43.0803044, 'lng': -83.7055136}"
655,"Beach High School,Savannah,GA","{'lat': 32.0547935, 'lng': -81.11589099999999}"
656,"McKinley Elementary School,Lisbon,OH","{'lat': 40.7737774, 'lng': -80.7598931}"
657,"Hugo High School,Hugo,OK","{'lat': 34.0148897, 'lng': -95.51072239999999}"
658,"La Cima Middle School,Tucson,AZ","{'lat': 32.3104298, 'lng': -110.9937843}"
659,"Thomas Jefferson High School,Denver,CO","{'lat': 39.6469327, 'lng': -104.9213055}"
660,"Carmichael Elementary School,Sierra Vista,AZ","{'lat': 31.562682, 'lng': -110.2992417}"
661,"Lake Worth Middle School,Lake Worth,FL","{'lat': 26.632908, 'lng': -80.07081}"
662,"Dimmitt Middle School,Renton,WA","{'lat': 47.4924296, 'lng': -122.2324887}"
663,"Timken Senior High School,Canton,OH","{'lat': 40.7993967, 'lng': -81.3787701}"
664,"Bidwell Porter Elementary School,Bidwell,OH","{'lat': 38.9236892, 'lng': -82.28931740000002}"
665,"Mount Healthy North Junior High,Mount Healthy,OH","{'lat': 39.2650112, 'lng': -84.56178899999999}"
666,"Carter G. Woodson Middle School,New Orleans,LA","{'lat': 29.9396352, 'lng': -90.09104839999999}"
667,"Minneapolis North High School,Minneapolis,MN","{'lat': 44.9941737, 'lng': -93.2997876}"
668,"Pioneer Elementary School,Glendale,AZ","{'lat': 33.6192444, 'lng': -112.1958595}"
669,"Newman Smith High School,Carrollton,TX","{'lat': 32.9790746, 'lng': -96.8922292}"
670,"Granada Hills High School,Los Angeles,CA","{'lat': 34.260973, 'lng': -118.5252465}"
671,"Junipero Serra High School,San Diego,CA","{'lat': 32.825762, 'lng': -117.104945}"
672,"Richmond High School,Richmond,CA","{'lat': 37.9520704, 'lng': -122.346888}"
673,"Norland Elementary School,Miami,FL","{'lat': 25.9520128, 'lng': -80.2171563}"
674,"Balboa High School,San Francisco,CA","{'lat': 37.7215796, 'lng': -122.4407711}"
675,"Hueneme High School,Oxnard,CA","{'lat': 34.1605528, 'lng': -119.182211}"
676,"Lake Clifton Eastern High School,Baltimore,MD","{'lat': 39.3163674, 'lng': -76.5896443}"
677,"Osborn High School,Detroit,MI","{'lat': 42.434046, 'lng': -83.0027346}"
678,"Hoover High School,San Diego,CA","{'lat': 32.7554975, 'lng': -117.0979213}"
679,"Santana High School,Santee,CA","{'lat': 32.857439, 'lng': -116.9691749}"
680,"Largo High School,Largo,MD","{'lat': 38.8862713, 'lng': -76.82034879999999}"
681,"Bishop Neumann High School,Williamsport,PA","{'lat': 41.2492558, 'lng': -76.9964607}"
682,"Kentwood High School,Covington,WA","{'lat': 47.370635, 'lng': -122.120278}"
683,"Granite Hills High School,El Cajon,CA","{'lat': 32.7983446, 'lng': -116.9144468}"
684,"Lew Wallace High School,Gary,IN","{'lat': 41.5360783, 'lng': -87.34228530000001}"
685,"Kleb Intermediate School,Houston,TX","{'lat': 30.0180977, 'lng': -95.5271487}"
686,"Wahluke High School,Mattawa,WA","{'lat': 46.7429265, 'lng': -119.8940564}"
687,"Monroe City Alternative Center,Monroe,LA","{'lat': 32.525126, 'lng': -92.10773139999999}"
688,"John Marshall High School,Cleveland,OH","{'lat': 41.44762370000001, 'lng': -81.79040479999999}"
689,"Ennis High School,Ennis,TX","{'lat': 32.3024448, 'lng': -96.629331}"
690,"Ousley Junior High School,Arlington,TX","{'lat': 32.6409421, 'lng': -97.0969342}"
691,"Belmont High School,Los Angeles,CA","{'lat': 34.0614573, 'lng': -118.2629339}"
692,"Latonia Elementary School,Covington,KY","{'lat': 39.044138, 'lng': -84.49833629999999}"
693,"Lake Clifton Eastern High School,Baltimore,MD","{'lat': 39.3163674, 'lng': -76.5896443}"
694,"Taylorsville High School,Taylorsville,UT","{'lat': 40.6553949, 'lng': -111.9369719}"
695,"Redondo Union High School,Redondo Beach,CA","{'lat': 33.8471175, 'lng': -118.3840853}"
696,"Benito Juarez Academy,Siginaw,MS","{'lat': 41.8528502, 'lng': -87.664554}"
697,"Caro Learning Center,Caro,MI","{'lat': 43.5076589, 'lng': -83.391611}"
698,"Friendswood Junior High School,Friendswood,TX","{'lat': 29.494431, 'lng': -95.1855336}"
699,"Raymond High School,Jackson,MS","{'lat': 32.2456246, 'lng': -90.4385934}"
700,"Martin Luther King, Jr. High School,New York,NY","{'lat': 40.7747793, 'lng': -73.98472000000001}"
701,"Oley High School (bus),Oley,PA","{'lat': 40.3861054, 'lng': -75.7830231}"
702,"Brock High School,Brock,TX","{'lat': 32.67474, 'lng': -97.94598599999999}"
703,"Gardena High School,Los Angeles,CA","{'lat': 33.8684346, 'lng': -118.296141}"
704,"Roosevelt High School,Chicago,IL","{'lat': 41.9657658, 'lng': -87.71418290000001}"
705,"John Barrett Middle School,Carmichael,CA","{'lat': 38.6427149, 'lng': -121.3135266}"
706,"Leith Walk Elementary School,Baltimore,MD","{'lat': 39.3652366, 'lng': -76.5911734}"
707,"Abramson High School,New Orleans,LA","{'lat': 30.030091, 'lng': -89.9720498}"
708,"Page Middle School,San Antonio,TX","{'lat': 29.3983019, 'lng': -98.477539}"
709,"C.M.Russell HIgh School,Great Falls,MT","{'lat': 47.52026859999999, 'lng': -111.3192554}"
710,"Benjamin Tasker Middle School,Bowie,MD","{'lat': 38.9580428, 'lng': -76.7455057}"
711,"Lincoln High School,Jersey City,NJ","{'lat': 40.7174079, 'lng': -74.0701295}"
712,"St. James Catholic School,Liberty,MO","{'lat': 39.2407007, 'lng': -94.4551553}"
713,"Ambler Avenue Elementary School,Los Angeles,CA","{'lat': 33.878233, 'lng': -118.270776}"
714,"Scurry-Rosser High School,Scurry,TX","{'lat': 32.5124169, 'lng': -96.3823991}"
715,"Osborn High School,Detroit,MI","{'lat': 42.434046, 'lng': -83.0027346}"
716,"Wind River Middle School,Carson,WA","{'lat': 45.7010154, 'lng': -121.8881122}"
717,"Englewood High School,Chicago,IL","{'lat': 41.7819825, 'lng': -87.63353389999999}"
718,"West Carter Middle School,Olive Hill,KY","{'lat': 38.31078, 'lng': -83.1484854}"
719,"Jenks High School,Jenks,OK","{'lat': 36.026176, 'lng': -95.9702647}"
720,"Ranum High School,Westminster,CO","{'lat': 39.8424595, 'lng': -105.0166037}"
721,"Clayton Ridge High School,Guttenberg,IA","{'lat': 42.7849919, 'lng': -91.0964109}"
722,"Northeast High School,Meridian,MS","{'lat': 32.470168, 'lng': -88.645651}"
723,"Rolling Hills Middle School,Watsonville,CA","{'lat': 36.9243882, 'lng': -121.7856992}"
724,"Cardozo High School,Washington,DC","{'lat': 38.9214669, 'lng': -77.0283798}"
725,"John McDonogh High School,New Orleans,LA","{'lat': 29.9743098, 'lng': -90.0765232}"
726,"Fair Park High School,Shereveport,LA","{'lat': 32.47914480000001, 'lng': -93.7907044}"
727,"Greenhill Middle School,Addison,TX","{'lat': 32.942326, 'lng': -96.84404800000002}"
728,"Red Lion Area Junior High School,Red Lion,PA","{'lat': 39.8915833, 'lng': -76.6083444}"
729,"Forest Hills High School,Johnstown,PA","{'lat': 40.3323359, 'lng': -78.7541366}"
730,"Rock L. Butler Middle School,Wellsboro,PA","{'lat': 41.7508468, 'lng': -77.3037679}"
731,"Vicksburg High School,Vicksburg,MS","{'lat': 32.3214761, 'lng': -90.88568930000001}"
732,"Oklahoma Road Middle School,Eldersburg,MD","{'lat': 39.4012872, 'lng': -76.93133809999999}"
733,"Charlestown High School,Boston,MA","{'lat': 42.3804138, 'lng': -71.06095909999999}"
734,"Lewis and Clark High School,Spokane,WA","{'lat': 47.65195019999999, 'lng': -117.4204967}"
735,"Rocori High School,Cold Spring,MN","{'lat': 45.464025, 'lng': -94.4284708}"
736,"Burns Middle School,Lawndale,NC","{'lat': 35.425867, 'lng': -81.5394894}"
737,"Rio Cazadero High School,Sacramento,CA","{'lat': 38.4705438, 'lng': -121.432614}"
738,"Kenmore High School,Akron,OH","{'lat': 41.0455865, 'lng': -81.5582281}"
739,"Marion High School,Marion,LA","{'lat': 32.9015214, 'lng': -92.2420822}"
740,"Anacostia High School,Washington,DC","{'lat': 38.8699306, 'lng': -76.9826281}"
741,"Hightower High School,Sugarland,TX","{'lat': 29.5317092, 'lng': -95.49774459999999}"
742,"East Mecklenburg High School,Charlotte,NC","{'lat': 35.1752502, 'lng': -80.7579975}"
743,"Fermi Elementary School,Chicago,IL","{'lat': 41.7673044, 'lng': -87.5902468}"
744,"Douglas High School,Oklahoma City,OK","{'lat': 35.4753502, 'lng': -97.47509989999999}"
745,"Carbondale Community High School,Carbondale,IL","{'lat': 37.7251256, 'lng': -89.1873871}"
746,"Old Mill High School,Millersville,MD","{'lat': 39.1243206, 'lng': -76.6274612}"
747,"Colonia High School,Woodbridge,NJ","{'lat': 40.5919227, 'lng': -74.3206689}"
748,"Abess Park Elementary School,East Arlington,FL","{'lat': 30.322936, 'lng': -81.47767259999999}"
749,"Pomona High School,Pomona,CA","{'lat': 34.0858778, 'lng': -117.7401771}"
750,"Fay Galloway Elementary School,Henderson,NV","{'lat': 36.0077756, 'lng': -114.9799595}"
751,"Ballou Senior High School,Washington,DC","{'lat': 38.8393559, 'lng': -77.00142269999999}"
752,"Youens Elementary School,Houston,TX","{'lat': 29.7103184, 'lng': -95.5944536}"
753,"Fair Park High School,Shreveport,LA","{'lat': 32.47914480000001, 'lng': -93.7907044}"
754,"Columbia High School,East Greenbush,NY","{'lat': 42.6244229, 'lng': -73.6911449}"
755,"T.M. Peirce Elementary School,Philadelphia,PA","{'lat': 39.9984691, 'lng': -75.1681919}"
756,"Colonel White High School,Dayton,OH","{'lat': 39.7800584, 'lng': -84.21771919999999}"
757,"Gathway Christian Academy,St. Martinville,LA","{'lat': 30.08935899999999, 'lng': -91.834289}"
758,"Saledad Enrichment Action Charter High School,Los Angeles,CA","{'lat': 34.0756528, 'lng': -118.2865238}"
759,"Crescent Junior-Senior High School,Joyce,WA","{'lat': 48.1358278, 'lng': -123.7457545}"
760,"Kashmere High School,Houston,TX","{'lat': 29.823116, 'lng': -95.3161537}"
761,"Randallstown High School,Randallstown,MD","{'lat': 39.3826532, 'lng': -76.7967049}"
762,"East Campus Educational Center,Merced,CA","{'lat': 37.3005535, 'lng': -120.4742289}"
763,"West High School,Salt Lake City,UT","{'lat': 40.7742989, 'lng': -111.9004459}"
764,"Castlemont High School,Oakland,CA","{'lat': 37.7592629, 'lng': -122.1631186}"
765,"Huffman High School,Birmingham,AL","{'lat': 33.6112208, 'lng': -86.6831918}"
766,"Hamilton High School,Memphis,TN","{'lat': 35.0999995, 'lng': -90.0167743}"
767,"Proviso East High School,Maywood,IL","{'lat': 41.8802148, 'lng': -87.8335909}"
768,"Booker T. Washington High School,New Orleans,LA","{'lat': 29.9501281, 'lng': -90.0890234}"
769,"Wirt High School,Gary,IN","{'lat': 41.609951, 'lng': -87.263661}"
770,"Jefferson Elementary School,Grand Island,NE","{'lat': 40.8984431, 'lng': -98.34137729999999}"
771,"Newburyport High School,Newburyport,MA","{'lat': 42.8131417, 'lng': -70.8862475}"
772,"Lakewood Elementary School,Sunnyvale,CA","{'lat': 37.3971661, 'lng': -122.0034206}"
773,"Biggs High School,Biggs,CA","{'lat': 39.4160472, 'lng': -121.7065813}"
774,"Thurgood Marshall High School,Baltimore,MD","{'lat': 39.3184459, 'lng': -76.54631549999999}"
775,"Tyrrell Elementary School,Hayward,CA","{'lat': 37.63771819999999, 'lng': -122.0753591}"
776,"Brunswick Elementary School,Gary,IN","{'lat': 41.5983049, 'lng': -87.4067285}"
777,"Parker High School,Birmingham,AL","{'lat': 33.5151756, 'lng': -86.8296064}"
778,"Battery Creek High School,Beaufort,SC","{'lat': 32.4340162, 'lng': -80.7444618}"
779,"Apopka Memorial Middle School,Apopka,FL","{'lat': 28.6875909, 'lng': -81.5086674}"
780,"Terry Parker High School,Jacksonville,FL","{'lat': 30.342184, 'lng': -81.57536999999999}"
781,"Lakeside High School,Spokane,WA","{'lat': 47.80895229999999, 'lng': -117.5583779}"
782,"La Grange High School,Lake Charles,LA","{'lat': 30.1954529, 'lng': -93.2070002}"
783,"Richmond State School,Richmond,TX","{'lat': 29.5860701, 'lng': -95.7824504}"
784,"Murrell Dobbins Vocational-Technical High School,North Philadelphia,PA","{'lat': 39.9950245, 'lng': -75.16686469999999}"
785,"Central High School,Detroit,MI","{'lat': 42.38358909999999, 'lng': -83.11178269999999}"
786,"Woodruff High School,Peoria,IL","{'lat': 40.7083464, 'lng': -89.5723915}"
787,"McNair High School,Atlanta,GA","{'lat': 33.7051, 'lng': -84.32589999999999}"
788,"Bowen High School,Chicago,IL","{'lat': 41.7341011, 'lng': -87.5575717}"
789,"Stewart County High School (bus),Dover,TN","{'lat': 36.487048, 'lng': -87.830471}"
790,"Maplewood Comprehensive High School,Nashville,TN","{'lat': 36.2322308, 'lng': -86.7497302}"
791,"Zaragoza Elementary School,Dallas,TX","{'lat': 32.79491290000001, 'lng': -96.7706465}"
792,"Leawood Elementary School,Columbus,OH","{'lat': 39.94029159999999, 'lng': -82.87918789999999}"
793,"Carrick High School,Pittsburgh,PA","{'lat': 40.390883, 'lng': -79.9893781}"
794,"Locke High School,Los Angeles,CA","{'lat': 33.9353785, 'lng': -118.268409}"
795,"O Perry Walker High School,Algiers,LA","{'lat': 29.9424474, 'lng': -90.0396645}"
796,"Red Lake Senior High School,Red Lake,MN","{'lat': 47.8784926, 'lng': -95.01437899999999}"
797,"New Utrecht High School,Brooklyn,NY","{'lat': 40.6134264, 'lng': -74.0029406}"
798,"Fairly High School,Memphis,TN","{'lat': 35.011956, 'lng': -90.051048}"
799,"East High School,Memphis,TN","{'lat': 35.1315944, 'lng': -89.95435169999999}"
800,"Canton High School,Canton,TX","{'lat': 32.5450845, 'lng': -95.8876593}"
801,"Leon Godchaux Junior High School,Reserve,LA","{'lat': 30.0596946, 'lng': -90.5731819}"
802,"Daniel E. Morgan Elementary School,Cleveland,OH","{'lat': 41.516936, 'lng': -81.625275}"
803,"Berkner High School,Richardson,TX","{'lat': 32.9363333, 'lng': -96.69315189999999}"
804,"Highland Elementary School,Lower Allen Township,PA","{'lat': 40.2297757, 'lng': -76.898164}"
805,"Locust Elementary School,Marengo,IL","{'lat': 42.2413683, 'lng': -88.5985855}"
806,"Booker T. Washington High School,Shreveport,LA","{'lat': 32.5040265, 'lng': -93.774143}"
807,"Academia Ana Marie Sandoval Montessori School,Denver,CO","{'lat': 39.76790039999999, 'lng': -105.0155917}"
808,"Arlington High School,Poughkeepsi,NY","{'lat': 41.6733744, 'lng': -73.796628}"
809,"Bangs Avenue Elementary School,Asbury Park,NJ","{'lat': 40.2184957, 'lng': -74.0221131}"
810,"Weequahic High School,Newark,NJ","{'lat': 40.7091468, 'lng': -74.22036469999999}"
811,"Country Day High School,Estate Concordia,St. Croix, US Virgin Islands","{'lat': 17.752589, 'lng': -64.766255}"
812,"Planatation Elementary School,Bakersfield,CA","{'lat': 35.3192612, 'lng': -119.0129248}"
813,"Morrow High School,Morrow,GA","{'lat': 33.5928381, 'lng': -84.3146517}"
814,"Maury Middle School,Dandridge,TN","{'lat': 36.0216061, 'lng': -83.4049763}"
815,"Dimond High School,Anchorage,AK","{'lat': 61.14284739999999, 'lng': -149.9346092}"
816,"Sojourner Truth High School,Jacksonville,FL","{'lat': 30.3321838, 'lng': -81.65565099999999}"
817,"Harlan Community Academy High School,Chicago,IL","{'lat': 41.7182472, 'lng': -87.62071139999999}"
818,"Saginaw High School,Saginaw,MI","{'lat': 43.40630669999999, 'lng': -83.9257097}"
819,"Farmington High School,Farmington,MI","{'lat': 42.4638375, 'lng': -83.3612414}"
820,"Samula Tilden High School,New York,NY","{'lat': 40.6480566, 'lng': -73.9222341}"
821,"San Gorgonio High School,San Bernardino,CA","{'lat': 34.128005, 'lng': -117.23706}"
822,"Saginaw High School,Saginaw,MI","{'lat': 43.40630669999999, 'lng': -83.9257097}"
823,"Birney Elementary School,Fresno,CA","{'lat': 36.7772587, 'lng': -119.7743155}"
824,"Annapolis High School,Annapolis,MD","{'lat': 38.9745307, 'lng': -76.5654433}"
825,"Farmingdale High School,Farmingdale,NY","{'lat': 40.7077563, 'lng': -73.4443999}"
826,"Campbell County High School,Jacksboro, TN,TN","{'lat': 36.350981, 'lng': -84.14779}"
827,"Parkway Academy Charter High School (bus),Miramar,FL","{'lat': 25.973933, 'lng': -80.235868}"
828,"Irving Middle School,San Antonio,TX","{'lat': 29.437968, 'lng': -98.529393}"
829,"Boston Day and Evening Academy (High School),Roxbury,MA","{'lat': 42.3269068, 'lng': -71.0817247}"
830,"Santiago High School,Garden Grove,FL","{'lat': 33.7662598, 'lng': -117.9137194}"
831,"Lincoln High School,Jersey City,NJ","{'lat': 40.7174079, 'lng': -74.0701295}"
832,"Mount Pleasant High School,Wilmington,DE","{'lat': 39.7730378, 'lng': -75.50489189999999}"
833,"Mary McLeod Bethune Academy,Milwaukee,WI","{'lat': 43.0508519, 'lng': -87.9580569}"
834,"Milwee Middle School,Longwood,FL","{'lat': 28.6802985, 'lng': -81.3468102}"
835,"Osborn High School,Detroit,MI","{'lat': 42.434046, 'lng': -83.0027346}"
836,"Pinson Valley High School,Pinson,AL","{'lat': 33.704148, 'lng': -86.6686481}"
837,"Passmore Elementary School,Alvin,TX","{'lat': 29.4191645, 'lng': -95.2624855}"
838,"Indian River High School,Chesapeake,VA","{'lat': 36.7975346, 'lng': -76.2427501}"
839,"Fred Moodry Middle School,Anaconda,MT","{'lat': 46.1276314, 'lng': -112.9510282}"
840,"Withrow High School,Cincinnati,OH","{'lat': 39.1408651, 'lng': -84.45070079999999}"
841,"Will C. Wood High School,Vacaville,CA","{'lat': 38.3466192, 'lng': -121.9777035}"
842,"Lakeview Centennial High School,Garland,TX","{'lat': 32.8575318, 'lng': -96.5761307}"
843,"C. M. Russell High School,Great Falls,MT","{'lat': 47.52026859999999, 'lng': -111.3192554}"
844,"Longfellow Elementary School (bus),Compton,CA","{'lat': 33.885411, 'lng': -118.2410482}"
845,"William Penn High School,New Castle,DE","{'lat': 39.6688493, 'lng': -75.5842303}"
846,"West York Area High School,York,PA","{'lat': 39.959148, 'lng': -76.7679189}"
847,"Westinghouse High School,Pittsburgh,PA","{'lat': 40.4609795, 'lng': -79.90090029999999}"
848,"Roseburg High School,Roseburg,OR","{'lat': 43.215794, 'lng': -123.353959}"
849,"I.S. 89 Middle School,New York,NY","{'lat': 40.71703, 'lng': -74.0137029}"
850,"Pine Middle School,Reno,NV","{'lat': 39.4798018, 'lng': -119.7807836}"
851,"Roosevelt Senior High School,Washington,DC","{'lat': 38.943046, 'lng': -77.0291751}"
852,"Westbury High School (bus),Houston,TX","{'lat': 29.6491333, 'lng': -95.4810579}"
853,"East Chapel Hill High School,Chapel Hill,NC","{'lat': 35.960661, 'lng': -79.0308}"
854,"Parkway Academy,Miramar,FL","{'lat': 25.973933, 'lng': -80.235868}"
855,"Butch Fork High School,Irmo,SC","{'lat': 34.153168, 'lng': -81.19949989999999}"
856,"Northampton Area Senior High School,Northampton,PA","{'lat': 40.6880968, 'lng': -75.4898163}"
857,"Venice High School,Los Angeles,CA","{'lat': 33.9980938, 'lng': -118.4442427}"
858,"Wirt High School,Gary,IN","{'lat': 41.609951, 'lng': -87.263661}"
859,"Pershing High School,Detroit,MI","{'lat': 42.4321756, 'lng': -83.0642903}"
860,"Young Middle Magnet School,Tampa,FL","{'lat': 27.9810504, 'lng': -82.4383331}"
861,"J. T. Alton Middle School,Vine Grove,KY","{'lat': 37.8050974, 'lng': -85.9881545}"
862,"Mendez Middle School,Austin,TX","{'lat': 30.188675, 'lng': -97.743119}"
863,"South High School,Youngstown,OH","{'lat': 41.0816951, 'lng': -80.6561019}"
864,"Lyman Hall Elementary School,Hinesville,GA","{'lat': 31.7952788, 'lng': -81.61283499999999}"
865,"Castle High School,Newburgh,IN","{'lat': 37.984834, 'lng': -87.384368}"
866,"Essex Elementary School,Essex Junction,VT","{unknown,unknown}"
867,"Anacostia Senior High School,Washington,DC","{'lat': 38.8699306, 'lng': -76.9826281}"
868,"Orange High School,Hillsborough,NC","{'lat': 36.0929095, 'lng': -79.0962782}"
869,"Oxford High School,Oxford,AL","{'lat': 33.6110744, 'lng': -85.83116679999999}"
870,"Kingsbury Middle School,Memphis,TN","{'lat': 35.1667921, 'lng': -89.9250484}"
871,"South Hills High School,Fort Worth,TX","{'lat': 32.6571197, 'lng': -97.35887020000001}"
872,"Westminster Christian Academy,Creve Coeur,MO","{'lat': 38.6370857, 'lng': -90.5034903}"
873,"Cardozo High School,Washington,DC","{'lat': 38.9214669, 'lng': -77.0283798}"
874,"Platte Canyon High School,Bailey,CO","{'lat': 39.4207943, 'lng': -105.532192}"
875,"Weston High School,Cazenovia,WI","{'lat': 43.4801539, 'lng': -90.19097819999999}"
876,"West Nickel Mines School,Nickel Mines,PA","{'lat': 39.9592143, 'lng': -76.0804172}"
877,"Memorial Middle School,Joplin,MO","{'lat': 37.0823826, 'lng': -94.5163846}"
878,"Ponoma Middle School ,Pomona,NY","{'lat': 41.1661928, 'lng': -74.0521357}"
879,"Grove Park Elementary School,Baltimore,MD","{'lat': 39.3421944, 'lng': -76.6994169}"
880,"Seven Lakes High School,Katy,TX","{'lat': 29.7074544, 'lng': -95.8080054}"
881,"Halls High School,Knoxville,TN","{'lat': 36.088592, 'lng': -83.9258996}"
882,"Lionel Wilson College Prep School,Oakland,CA","{'lat': 37.7296328, 'lng': -122.1800595}"
883,"Sammye E. Coan Middle School,Atlanta,GA","{'lat': 33.7540742, 'lng': -84.33736379999999}"
884,"Jones Senior High School,Trenton,NC","{'lat': 35.033076, 'lng': -77.333692}"
885,"Northwest High School,Omaha,NE","{'lat': 41.3144937, 'lng': -96.0406268}"
886,"Clemente High School,Chicago,IL","{'lat': 41.9026116, 'lng': -87.6864154}"
887,"Springfield Township High School,Springfield Township,PA","{'lat': 40.102534, 'lng': -75.196589}"
